Precinct County Code	Precinct County Name	Precinct Election Number	Precinct Election Date	Precinct Election Name	Precinct Unique Precinct Identifier	Precinct Precinct Polling Location	Precinct Total Registered Voters	Precinct Total Registered Republicans	Precinct Total Registered Democrats	Precinct Total Registered All Other Parties	Contest Contest Name	Contest District	Contest Contest Code	Votes Candidate/Retention/Issue Name/WriteInsCast/OverVotes/UnderVotes	Votes Candidate Party	Votes Candidate Florida Voter Registration System ID Number	Votes DOE Assigned Candidate Number or Retention/Issue Number	Votes Vote Total
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	972	972	1229	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	972	972	1229	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	2
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	972	972	1229	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	11
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	972	972	1229	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	18
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	972	972	1229	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	43
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	972	972	1229	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	26
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	973	973	1905	0	110658	0	State Senator	District 19	240192	OverVotes		0	901	0
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	973	973	1905	0	110658	0	State Senator	District 19	240192	UnderVotes		0	902	2
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	973	973	1905	0	110658	0	State Senator	District 19	240192	Betty Reed	DEM	110350413	64554	88
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	973	973	1905	0	110658	0	State Senator	District 19	240192	Darryl Ervin Rouson	DEM	107152960	64558	30
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	973	973	1905	0	110658	0	State Senator	District 19	240192	"Edwin ""Ed"" Narain"	DEM	111026882	64577	103
HIL	Hillsborough	10281	08/30/2016	2016 Primary Election	973	973	1905	0	110658	0	State Senator	District 19	240192	Augie Ribeiro	DEM	121468098	68260	27
LEE	Lee	10281	08/30/2016	2016 Primary Election	10	PCT. 010	2456	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	10	PCT. 010	2456	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	27
LEE	Lee	10281	08/30/2016	2016 Primary Election	10	PCT. 010	2456	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	121
LEE	Lee	10281	08/30/2016	2016 Primary Election	10	PCT. 010	2456	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	233
LEE	Lee	10281	08/30/2016	2016 Primary Election	10	PCT. 010	2456	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	89
LEE	Lee	10281	08/30/2016	2016 Primary Election	100	PCT. 100	2952	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	100	PCT. 100	2952	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	30
LEE	Lee	10281	08/30/2016	2016 Primary Election	100	PCT. 100	2952	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	196
LEE	Lee	10281	08/30/2016	2016 Primary Election	100	PCT. 100	2952	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	415
LEE	Lee	10281	08/30/2016	2016 Primary Election	100	PCT. 100	2952	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	102
LEE	Lee	10281	08/30/2016	2016 Primary Election	101	PCT. 101	3000	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	101	PCT. 101	3000	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	40
LEE	Lee	10281	08/30/2016	2016 Primary Election	101	PCT. 101	3000	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	158
LEE	Lee	10281	08/30/2016	2016 Primary Election	101	PCT. 101	3000	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	404
LEE	Lee	10281	08/30/2016	2016 Primary Election	101	PCT. 101	3000	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	115
LEE	Lee	10281	08/30/2016	2016 Primary Election	102	PCT. 102	3886	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	102	PCT. 102	3886	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	42
LEE	Lee	10281	08/30/2016	2016 Primary Election	102	PCT. 102	3886	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	292
LEE	Lee	10281	08/30/2016	2016 Primary Election	102	PCT. 102	3886	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	446
LEE	Lee	10281	08/30/2016	2016 Primary Election	102	PCT. 102	3886	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	206
LEE	Lee	10281	08/30/2016	2016 Primary Election	103	PCT. 103	4300	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	103	PCT. 103	4300	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	19
LEE	Lee	10281	08/30/2016	2016 Primary Election	103	PCT. 103	4300	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	162
LEE	Lee	10281	08/30/2016	2016 Primary Election	103	PCT. 103	4300	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	325
LEE	Lee	10281	08/30/2016	2016 Primary Election	103	PCT. 103	4300	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	115
LEE	Lee	10281	08/30/2016	2016 Primary Election	104	PCT. 104	3748	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	104	PCT. 104	3748	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	18
LEE	Lee	10281	08/30/2016	2016 Primary Election	104	PCT. 104	3748	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	163
LEE	Lee	10281	08/30/2016	2016 Primary Election	104	PCT. 104	3748	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	306
LEE	Lee	10281	08/30/2016	2016 Primary Election	104	PCT. 104	3748	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	151
LEE	Lee	10281	08/30/2016	2016 Primary Election	105	PCT. 105	3658	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	105	PCT. 105	3658	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	25
LEE	Lee	10281	08/30/2016	2016 Primary Election	105	PCT. 105	3658	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	132
LEE	Lee	10281	08/30/2016	2016 Primary Election	105	PCT. 105	3658	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	285
LEE	Lee	10281	08/30/2016	2016 Primary Election	105	PCT. 105	3658	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	110
LEE	Lee	10281	08/30/2016	2016 Primary Election	106	PCT. 106	3472	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	106	PCT. 106	3472	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	13
LEE	Lee	10281	08/30/2016	2016 Primary Election	106	PCT. 106	3472	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	169
LEE	Lee	10281	08/30/2016	2016 Primary Election	106	PCT. 106	3472	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	245
LEE	Lee	10281	08/30/2016	2016 Primary Election	106	PCT. 106	3472	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	96
LEE	Lee	10281	08/30/2016	2016 Primary Election	107	PCT. 107	4436	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	107	PCT. 107	4436	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	21
LEE	Lee	10281	08/30/2016	2016 Primary Election	107	PCT. 107	4436	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	251
LEE	Lee	10281	08/30/2016	2016 Primary Election	107	PCT. 107	4436	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	467
LEE	Lee	10281	08/30/2016	2016 Primary Election	107	PCT. 107	4436	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	145
LEE	Lee	10281	08/30/2016	2016 Primary Election	108	PCT. 108	4166	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	108	PCT. 108	4166	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	22
LEE	Lee	10281	08/30/2016	2016 Primary Election	108	PCT. 108	4166	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	183
LEE	Lee	10281	08/30/2016	2016 Primary Election	108	PCT. 108	4166	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	282
LEE	Lee	10281	08/30/2016	2016 Primary Election	108	PCT. 108	4166	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	95
LEE	Lee	10281	08/30/2016	2016 Primary Election	109	PCT. 109	3755	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	1
LEE	Lee	10281	08/30/2016	2016 Primary Election	109	PCT. 109	3755	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	21
LEE	Lee	10281	08/30/2016	2016 Primary Election	109	PCT. 109	3755	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	125
LEE	Lee	10281	08/30/2016	2016 Primary Election	109	PCT. 109	3755	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	315
LEE	Lee	10281	08/30/2016	2016 Primary Election	109	PCT. 109	3755	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	126
LEE	Lee	10281	08/30/2016	2016 Primary Election	11	PCT. 011	3222	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	11	PCT. 011	3222	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	27
LEE	Lee	10281	08/30/2016	2016 Primary Election	11	PCT. 011	3222	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	256
LEE	Lee	10281	08/30/2016	2016 Primary Election	11	PCT. 011	3222	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	337
LEE	Lee	10281	08/30/2016	2016 Primary Election	11	PCT. 011	3222	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	108
LEE	Lee	10281	08/30/2016	2016 Primary Election	110	PCT. 110	3338	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	110	PCT. 110	3338	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	11
LEE	Lee	10281	08/30/2016	2016 Primary Election	110	PCT. 110	3338	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	76
LEE	Lee	10281	08/30/2016	2016 Primary Election	110	PCT. 110	3338	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	176
LEE	Lee	10281	08/30/2016	2016 Primary Election	110	PCT. 110	3338	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	73
LEE	Lee	10281	08/30/2016	2016 Primary Election	111	PCT. 111	2603	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	111	PCT. 111	2603	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	11
LEE	Lee	10281	08/30/2016	2016 Primary Election	111	PCT. 111	2603	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	76
LEE	Lee	10281	08/30/2016	2016 Primary Election	111	PCT. 111	2603	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	157
LEE	Lee	10281	08/30/2016	2016 Primary Election	111	PCT. 111	2603	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	65
LEE	Lee	10281	08/30/2016	2016 Primary Election	112	PCT. 112	4538	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	1
LEE	Lee	10281	08/30/2016	2016 Primary Election	112	PCT. 112	4538	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	20
LEE	Lee	10281	08/30/2016	2016 Primary Election	112	PCT. 112	4538	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	131
LEE	Lee	10281	08/30/2016	2016 Primary Election	112	PCT. 112	4538	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	335
LEE	Lee	10281	08/30/2016	2016 Primary Election	112	PCT. 112	4538	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	162
LEE	Lee	10281	08/30/2016	2016 Primary Election	113	PCT. 113	3608	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	113	PCT. 113	3608	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	21
LEE	Lee	10281	08/30/2016	2016 Primary Election	113	PCT. 113	3608	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	101
LEE	Lee	10281	08/30/2016	2016 Primary Election	113	PCT. 113	3608	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	239
LEE	Lee	10281	08/30/2016	2016 Primary Election	113	PCT. 113	3608	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	81
LEE	Lee	10281	08/30/2016	2016 Primary Election	114	PCT. 114	3622	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	114	PCT. 114	3622	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	13
LEE	Lee	10281	08/30/2016	2016 Primary Election	114	PCT. 114	3622	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	141
LEE	Lee	10281	08/30/2016	2016 Primary Election	114	PCT. 114	3622	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	262
LEE	Lee	10281	08/30/2016	2016 Primary Election	114	PCT. 114	3622	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	95
LEE	Lee	10281	08/30/2016	2016 Primary Election	115	PCT. 115	4433	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	115	PCT. 115	4433	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	28
LEE	Lee	10281	08/30/2016	2016 Primary Election	115	PCT. 115	4433	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	114
LEE	Lee	10281	08/30/2016	2016 Primary Election	115	PCT. 115	4433	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	315
LEE	Lee	10281	08/30/2016	2016 Primary Election	115	PCT. 115	4433	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	111
LEE	Lee	10281	08/30/2016	2016 Primary Election	116	PCT. 116	3692	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	116	PCT. 116	3692	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	16
LEE	Lee	10281	08/30/2016	2016 Primary Election	116	PCT. 116	3692	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	132
LEE	Lee	10281	08/30/2016	2016 Primary Election	116	PCT. 116	3692	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	260
LEE	Lee	10281	08/30/2016	2016 Primary Election	116	PCT. 116	3692	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	96
LEE	Lee	10281	08/30/2016	2016 Primary Election	117	PCT. 117	2071	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	117	PCT. 117	2071	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	6
LEE	Lee	10281	08/30/2016	2016 Primary Election	117	PCT. 117	2071	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	391
LEE	Lee	10281	08/30/2016	2016 Primary Election	117	PCT. 117	2071	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	88
LEE	Lee	10281	08/30/2016	2016 Primary Election	117	PCT. 117	2071	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	35
LEE	Lee	10281	08/30/2016	2016 Primary Election	118	PCT. 118	3507	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	118	PCT. 118	3507	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	17
LEE	Lee	10281	08/30/2016	2016 Primary Election	118	PCT. 118	3507	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	307
LEE	Lee	10281	08/30/2016	2016 Primary Election	118	PCT. 118	3507	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	396
LEE	Lee	10281	08/30/2016	2016 Primary Election	118	PCT. 118	3507	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	136
LEE	Lee	10281	08/30/2016	2016 Primary Election	119	PCT. 119	2708	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	119	PCT. 119	2708	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	43
LEE	Lee	10281	08/30/2016	2016 Primary Election	119	PCT. 119	2708	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	284
LEE	Lee	10281	08/30/2016	2016 Primary Election	119	PCT. 119	2708	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	394
LEE	Lee	10281	08/30/2016	2016 Primary Election	119	PCT. 119	2708	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	88
LEE	Lee	10281	08/30/2016	2016 Primary Election	12	PCT. 012	2677	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	12	PCT. 012	2677	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	24
LEE	Lee	10281	08/30/2016	2016 Primary Election	12	PCT. 012	2677	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	157
LEE	Lee	10281	08/30/2016	2016 Primary Election	12	PCT. 012	2677	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	329
LEE	Lee	10281	08/30/2016	2016 Primary Election	12	PCT. 012	2677	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	99
LEE	Lee	10281	08/30/2016	2016 Primary Election	120	PCT. 120	3707	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	120	PCT. 120	3707	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	14
LEE	Lee	10281	08/30/2016	2016 Primary Election	120	PCT. 120	3707	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	102
LEE	Lee	10281	08/30/2016	2016 Primary Election	120	PCT. 120	3707	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	209
LEE	Lee	10281	08/30/2016	2016 Primary Election	120	PCT. 120	3707	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	87
LEE	Lee	10281	08/30/2016	2016 Primary Election	121	PCT. 121	3165	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	1
LEE	Lee	10281	08/30/2016	2016 Primary Election	121	PCT. 121	3165	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	27
LEE	Lee	10281	08/30/2016	2016 Primary Election	121	PCT. 121	3165	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	200
LEE	Lee	10281	08/30/2016	2016 Primary Election	121	PCT. 121	3165	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	347
LEE	Lee	10281	08/30/2016	2016 Primary Election	121	PCT. 121	3165	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	126
LEE	Lee	10281	08/30/2016	2016 Primary Election	122	PCT. 122	3594	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	122	PCT. 122	3594	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	39
LEE	Lee	10281	08/30/2016	2016 Primary Election	122	PCT. 122	3594	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	171
LEE	Lee	10281	08/30/2016	2016 Primary Election	122	PCT. 122	3594	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	446
LEE	Lee	10281	08/30/2016	2016 Primary Election	122	PCT. 122	3594	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	122
LEE	Lee	10281	08/30/2016	2016 Primary Election	123	PCT. 123	3136	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	123	PCT. 123	3136	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	53
LEE	Lee	10281	08/30/2016	2016 Primary Election	123	PCT. 123	3136	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	199
LEE	Lee	10281	08/30/2016	2016 Primary Election	123	PCT. 123	3136	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	409
LEE	Lee	10281	08/30/2016	2016 Primary Election	123	PCT. 123	3136	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	104
LEE	Lee	10281	08/30/2016	2016 Primary Election	124	PCT. 124	3444	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	124	PCT. 124	3444	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	35
LEE	Lee	10281	08/30/2016	2016 Primary Election	124	PCT. 124	3444	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	157
LEE	Lee	10281	08/30/2016	2016 Primary Election	124	PCT. 124	3444	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	383
LEE	Lee	10281	08/30/2016	2016 Primary Election	124	PCT. 124	3444	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	116
LEE	Lee	10281	08/30/2016	2016 Primary Election	125	PCT. 125	3333	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	125	PCT. 125	3333	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	43
LEE	Lee	10281	08/30/2016	2016 Primary Election	125	PCT. 125	3333	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	158
LEE	Lee	10281	08/30/2016	2016 Primary Election	125	PCT. 125	3333	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	686
LEE	Lee	10281	08/30/2016	2016 Primary Election	125	PCT. 125	3333	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	152
LEE	Lee	10281	08/30/2016	2016 Primary Election	126	PCT. 126	1836	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	126	PCT. 126	1836	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	9
LEE	Lee	10281	08/30/2016	2016 Primary Election	126	PCT. 126	1836	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	377
LEE	Lee	10281	08/30/2016	2016 Primary Election	126	PCT. 126	1836	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	68
LEE	Lee	10281	08/30/2016	2016 Primary Election	126	PCT. 126	1836	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	30
LEE	Lee	10281	08/30/2016	2016 Primary Election	127	PCT. 127	1072	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	127	PCT. 127	1072	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	15
LEE	Lee	10281	08/30/2016	2016 Primary Election	127	PCT. 127	1072	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	100
LEE	Lee	10281	08/30/2016	2016 Primary Election	127	PCT. 127	1072	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	116
LEE	Lee	10281	08/30/2016	2016 Primary Election	127	PCT. 127	1072	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	40
LEE	Lee	10281	08/30/2016	2016 Primary Election	13	PCT. 013	3846	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	13	PCT. 013	3846	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	17
LEE	Lee	10281	08/30/2016	2016 Primary Election	13	PCT. 013	3846	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	136
LEE	Lee	10281	08/30/2016	2016 Primary Election	13	PCT. 013	3846	159838	0	0	Representative in Congress	District 19	140191	Francis Rooney	REP	103081439	66718	311
LEE	Lee	10281	08/30/2016	2016 Primary Election	13	PCT. 013	3846	159838	0	0	Representative in Congress	District 19	140191	Dan Bongino	REP	122654622	67452	98
LEE	Lee	10281	08/30/2016	2016 Primary Election	14	PCT. 014	1373	159838	0	0	Representative in Congress	District 19	140191	OverVotes		0	901	0
LEE	Lee	10281	08/30/2016	2016 Primary Election	14	PCT. 014	1373	159838	0	0	Representative in Congress	District 19	140191	UnderVotes		0	902	8
LEE	Lee	10281	08/30/2016	2016 Primary Election	14	PCT. 014	1373	159838	0	0	Representative in Congress	District 19	140191	Chauncey Goss	REP	118381940	66396	146
